,image,GT,injected,injection_immune,stealth_injected,stealth_injection_immune
111,glioma (144).jpg,1,0,1,1,1
112,glioma (145).jpg,1,1,1,1,1
113,glioma (147).jpg,1,0,0,0,1
114,glioma (150).jpg,1,0,1,1,1
115,glioma (152).jpg,1,0,1,1,1
116,glioma (153).jpg,1,1,1,1,1
117,glioma (155).jpg,1,1,1,1,1
118,glioma (156).jpg,1,0,1,0,1
119,glioma (159).jpg,1,0,1,0,1
120,glioma (16).jpg,1,0,1,1,1
121,glioma (163).jpg,1,0,1,1,1
122,glioma (167).jpg,1,1,1,1,1
123,glioma (172).jpg,1,0,1,1,1
124,glioma (175).jpg,1,0,1,1,1
125,glioma (176).jpg,1,0,1,1,1
126,glioma (18).jpg,1,0,1,1,1
127,glioma (184).jpg,1,0,1,1,1
128,glioma (185).jpg,1,0,1,1,1
129,glioma (189).jpg,1,0,1,1,1
130,glioma (195).jpg,1,0,1,1,1
131,glioma (198).jpg,1,0,1,1,1
132,glioma (201).jpg,1,0,1,1,1
133,glioma (205).jpg,1,1,1,1,1
134,glioma (212).jpg,1,0,1,1,0
135,glioma (216).jpg,1,1,1,1,1
136,glioma (218).jpg,1,0,1,0,1
137,glioma (22).jpg,0,0,0,0,1
138,glioma (227).jpg,1,0,0,0,1
139,glioma (231).jpg,1,0,1,1,1
140,glioma (233).jpg,1,1,1,1,1
141,glioma (235).jpg,1,0,1,1,1
142,glioma (239).jpg,1,0,1,0,1
143,glioma (243).jpg,0,0,1,0,1
144,glioma (247).jpg,1,1,1,1,1
145,glioma (248).jpg,1,0,1,1,1
146,glioma (249).jpg,1,0,1,1,1
147,glioma (253).jpg,1,0,1,1,1
148,glioma (256).jpg,1,0,1,1,1
149,glioma (260).jpg,1,1,1,1,1
150,glioma (262).jpg,1,0,1,0,1
151,glioma (266).jpg,1,0,0,0,1
152,glioma (268).jpg,1,0,1,1,1
153,glioma (270).jpg,0,0,1,0,1
154,glioma (272).jpg,1,0,1,1,1
155,glioma (275).jpg,1,0,1,1,1
156,glioma (277).jpg,1,1,1,1,1
157,glioma (280).jpg,1,0,1,1,1
158,glioma (281).jpg,1,0,1,1,1
159,glioma (285).jpg,1,0,1,1,1
160,glioma (287).jpg,1,0,1,1,1
161,glioma (290).jpg,1,0,0,0,1
162,glioma (296).jpg,1,0,1,1,1
163,glioma (30).jpg,1,0,1,0,1
164,glioma (300).jpg,1,1,1,1,1
165,glioma (309).jpg,1,0,1,1,1
166,glioma (310).jpg,0,0,0,0,1
167,glioma (312).jpg,1,0,1,0,1
168,glioma (313).jpg,1,0,1,1,1
169,glioma (315).jpg,1,1,1,1,1
170,glioma (316).jpg,1,0,1,1,1
171,glioma (319).jpg,1,0,1,1,1
172,glioma (328).jpg,1,1,1,1,1
173,glioma (33).jpg,1,0,1,1,1
174,glioma (334).jpg,1,0,1,1,1
175,glioma (337).jpg,1,0,1,1,1
176,glioma (350).jpg,1,0,1,1,1
177,glioma (351).jpg,1,0,1,0,1
178,glioma (353).jpg,1,0,1,1,1
179,glioma (357).jpg,1,0,1,1,1
180,glioma (360).jpg,0,0,1,0,1
181,glioma (365).jpg,1,0,1,1,1
182,glioma (367).jpg,0,0,1,0,1
183,glioma (368).jpg,1,1,1,1,1
184,glioma (37).jpg,1,0,1,1,1
185,glioma (38).jpg,1,0,1,1,1
186,glioma (4).jpg,1,0,1,1,1
187,glioma (41).jpg,1,1,1,1,1
188,glioma (48).jpg,1,0,1,1,1
189,glioma (6).jpg,1,0,1,1,1
190,glioma (63).jpg,1,1,1,1,1
191,glioma (75).jpg,1,0,1,1,1
192,glioma (78).jpg,1,0,1,1,1
193,glioma (79).jpg,1,0,1,1,1
194,glioma (8).jpg,0,0,1,0,1
195,glioma (83).jpg,1,0,1,1,1
196,glioma (85).jpg,1,0,1,1,1
197,glioma (88).jpg,1,0,1,1,1
198,glioma (95).jpg,1,0,1,0,1
199,glioma (98).jpg,1,1,1,1,1
200,pituitary (1).jpg,1,0,1,1,1
201,pituitary (102).jpg,0,0,1,0,0
202,pituitary (106).jpg,1,0,1,1,1
203,pituitary (108).jpg,0,0,0,0,0
204,pituitary (111).jpg,0,0,1,0,1
205,pituitary (118).jpg,0,0,0,0,1
206,pituitary (119).jpg,0,0,0,0,1
207,pituitary (124).jpg,1,0,1,1,1
208,pituitary (127).jpg,0,0,0,0,0
209,pituitary (135).jpg,0,0,1,0,1
210,pituitary (136).jpg,0,0,0,0,0
211,pituitary (137).jpg,0,0,1,0,0
212,pituitary (14).jpg,0,0,1,0,1
213,pituitary (140).jpg,0,0,0,0,0
214,pituitary (141).jpg,0,0,0,0,1
215,pituitary (147).jpg,0,0,1,0,1
216,pituitary (150).jpg,0,0,0,0,1
217,pituitary (152).jpg,0,0,1,0,1
218,pituitary (153).jpg,0,0,0,0,1
219,pituitary (16).jpg,1,1,1,1,1
220,pituitary (166).jpg,1,0,0,1,1
221,pituitary (167).jpg,1,0,1,1,1
222,pituitary (169).jpg,1,0,0,0,1
223,pituitary (170).jpg,1,0,1,1,1
224,pituitary (179).jpg,1,0,1,0,1
225,pituitary (183).jpg,0,0,1,0,1
226,pituitary (184).jpg,0,0,1,0,1
227,pituitary (195).jpg,1,0,0,0,0
228,pituitary (197).jpg,0,0,0,0,1
229,pituitary (199).jpg,1,1,1,1,1
230,pituitary (20).jpg,1,0,1,0,1
231,pituitary (200).jpg,1,0,1,1,1
232,pituitary (202).jpg,1,0,0,1,1
233,pituitary (203).jpg,0,0,0,0,0
234,pituitary (204).jpg,0,0,0,0,0
235,pituitary (209).jpg,0,0,1,0,0
236,pituitary (213).jpg,0,0,0,0,1
237,pituitary (214).jpg,0,0,0,0,0
238,pituitary (221).jpg,0,0,0,0,1
239,pituitary (222).jpg,0,0,1,0,0
240,pituitary (224).jpg,1,0,1,1,1
241,pituitary (225).jpg,0,0,1,0,1
242,pituitary (227).jpg,0,0,0,0,1
243,pituitary (229).jpg,0,0,1,0,1
244,pituitary (230).jpg,0,0,1,0,1
245,pituitary (234).jpg,0,0,1,1,1
246,pituitary (235).jpg,1,0,1,0,1
247,pituitary (249).jpg,0,0,1,1,0
248,pituitary (25).jpg,0,0,0,0,1
249,pituitary (259).jpg,0,0,1,0,0
250,pituitary (260).jpg,1,0,1,1,1
251,pituitary (263).jpg,0,0,1,0,0
252,pituitary (265).jpg,0,0,0,0,0
253,pituitary (275).jpg,0,0,0,0,1
254,pituitary (277).jpg,0,0,1,0,0
255,pituitary (28).jpg,0,0,0,0,1
256,pituitary (280).jpg,1,0,1,1,1
257,pituitary (281).jpg,0,0,1,0,1
258,pituitary (285).jpg,0,0,0,0,1
259,pituitary (290).jpg,0,0,0,0,1
260,pituitary (296).jpg,0,0,1,0,0
261,pituitary (297).jpg,0,0,1,0,0
262,pituitary (298).jpg,1,0,1,1,1
263,pituitary (300).jpg,0,0,0,0,0
264,pituitary (313).jpg,0,0,0,0,0
265,pituitary (316).jpg,1,1,1,1,1
266,pituitary (324).jpg,0,0,1,0,1
267,pituitary (327).jpg,0,0,0,0,0
268,pituitary (334).jpg,1,0,1,1,1
269,pituitary (336).jpg,1,0,1,1,1
270,pituitary (337).jpg,0,0,0,0,1
271,pituitary (348).jpg,0,0,0,0,1
272,pituitary (350).jpg,0,0,0,0,0
273,pituitary (352).jpg,0,0,0,0,1
274,pituitary (353).jpg,1,0,1,1,1
275,pituitary (357).jpg,1,0,1,1,1
276,pituitary (36).jpg,0,0,1,0,1
277,pituitary (361).jpg,0,0,1,0,0
278,pituitary (363).jpg,0,0,1,0,0
279,pituitary (366).jpg,1,0,1,1,1
280,pituitary (367).jpg,0,0,1,0,1
281,pituitary (37).jpg,0,0,1,0,1
282,pituitary (370).jpg,0,0,0,0,1
283,pituitary (371).jpg,0,0,0,0,0
284,pituitary (372).jpg,0,0,1,0,0
285,pituitary (373).jpg,0,0,1,0,0
286,pituitary (41).jpg,0,0,0,0,1
287,pituitary (45).jpg,1,0,1,0,1
288,pituitary (46).jpg,0,0,1,1,1
289,pituitary (48).jpg,1,0,1,1,1
290,pituitary (50).jpg,0,0,0,0,1
291,pituitary (57).jpg,1,0,1,0,1
292,pituitary (65).jpg,0,0,1,0,1
293,pituitary (67).jpg,0,0,0,0,1
294,pituitary (68).jpg,1,0,1,1,1
295,pituitary (8).jpg,1,0,1,1,1
296,pituitary (88).jpg,0,0,1,0,1
297,pituitary (91).jpg,1,0,1,1,1
298,pituitary (93).jpg,0,0,0,0,0
299,pituitary (98).jpg,0,0,1,0,1
