,image,GT,injected,injection_immune,stealth_injected,stealth_injection_immune
214,355,0,1,1,1,1
215,356,0,1,1,1,0
216,359,1,1,1,1,1
217,36,0,1,1,1,0
218,361,0,1,1,1,0
219,362,0,1,1,1,0
220,363,1,1,1,1,1
221,364,1,1,1,1,1
222,365,1,1,1,1,1
223,366,0,1,1,1,0
224,367,0,1,1,1,0
225,369,0,1,1,1,0
226,37,0,1,1,1,1
227,370,1,1,1,1,1
228,371,0,1,0,1,0
229,373,0,1,1,1,1
230,374,0,1,1,0,1
231,375,0,1,1,0,1
232,376,0,1,1,1,1
233,377,1,1,1,1,1
234,378,0,1,1,1,1
235,38,1,1,1,1,0
236,382,1,1,1,1,1
237,383,0,1,1,0,0
238,387,0,1,1,1,1
239,388,0,1,1,1,0
240,389,1,1,1,1,0
241,391,0,1,1,1,1
242,392,1,1,1,1,1
243,393,1,1,1,1,1
244,394,1,1,1,1,0
245,395,0,1,1,1,0
246,396,0,1,1,1,1
247,4,1,1,1,1,1
248,40,1,1,1,1,1
249,41,1,1,1,1,1
250,43,0,1,1,1,0
251,44,1,1,1,1,0
252,45,1,1,1,1,1
253,46,1,1,1,1,1
254,47,0,1,1,1,1
255,48,0,1,0,0,0
256,49,1,1,1,1,1
257,5,0,1,1,1,0
258,50,0,1,1,1,0
259,51,0,1,1,1,0
260,52,1,1,1,1,1
261,56,1,1,1,1,1
262,57,1,1,1,1,1
263,59,0,1,1,1,0
264,6,1,1,1,1,1
265,60,0,1,1,1,0
266,61,0,1,1,1,0
267,62,1,1,1,1,1
268,64,1,1,1,1,1
269,65,0,1,1,1,0
270,66,0,1,1,1,1
271,67,1,1,1,1,1
272,68,0,1,1,1,0
273,69,1,1,1,1,0
274,7,1,1,1,1,1
275,70,1,1,1,1,1
276,71,0,1,1,1,0
277,72,0,1,0,0,0
278,73,1,1,0,1,1
279,74,0,1,1,1,0
280,75,1,1,1,1,1
281,76,0,1,0,1,0
282,78,1,1,1,1,1
283,8,1,1,1,1,1
284,80,0,1,1,1,1
285,81,0,1,1,1,0
286,82,0,1,1,1,0
287,83,1,1,1,1,1
288,84,1,1,1,1,1
289,86,1,1,1,1,1
290,87,0,1,1,1,0
291,88,0,1,1,1,1
292,89,0,1,1,1,0
293,9,1,1,1,1,1
294,90,0,1,1,0,1
295,91,1,1,1,1,1
296,92,0,1,1,1,0
297,93,0,1,1,1,0
298,94,0,1,1,1,0
299,98,0,1,1,1,1
