,image,GT,injected,injection_immune,stealth_injected,stealth_injection_immune
243,393,1,1,1,1,1
244,394,1,1,1,1,1
245,395,1,1,1,1,1
246,396,1,1,1,1,1
247,4,1,1,1,1,1
248,40,1,1,1,1,1
249,41,1,1,1,1,1
250,43,1,1,1,1,1
251,44,1,1,1,1,1
252,45,1,1,1,1,1
253,46,1,1,1,1,1
254,47,1,1,1,1,1
255,48,1,1,1,0,1
256,49,1,1,1,1,1
257,5,1,1,1,1,1
258,50,1,1,1,1,1
259,51,1,1,1,1,1
260,52,1,1,1,1,1
261,56,1,1,1,1,1
262,57,1,1,1,1,1
263,59,1,1,1,0,1
264,6,1,1,1,1,1
265,60,1,1,1,1,1
266,61,1,1,1,1,1
267,62,1,1,1,1,1
268,64,1,1,1,1,1
269,65,0,1,1,0,1
270,66,1,1,1,1,1
271,67,1,1,1,1,1
272,68,1,1,1,1,1
273,69,1,1,1,1,1
274,7,1,1,1,1,1
275,70,1,1,1,1,1
276,71,1,1,1,1,1
277,72,1,1,1,1,1
278,73,1,1,1,1,1
279,74,1,1,1,1,1
280,75,1,1,1,1,1
281,76,0,1,1,0,1
282,78,1,1,1,1,1
283,8,1,1,1,1,1
284,80,1,1,1,1,1
285,81,0,1,1,0,1
286,82,1,1,1,1,1
287,83,1,1,1,1,1
288,84,1,1,1,1,1
289,86,1,1,1,1,1
290,87,1,1,1,1,1
291,88,1,1,1,1,1
292,89,1,1,1,1,1
293,9,1,1,1,1,1
294,90,0,1,1,0,1
295,91,0,1,1,0,1
296,92,1,1,1,1,1
297,93,1,1,1,1,1
298,94,1,1,1,1,1
299,98,1,1,1,1,1
